id_pub,anio,mes,cuenca,contrato,precio_distribuidora,precio_gnc,precio_usina,precio_industria,precio_otros,precio_ppp,precio_expo,indice_tiempo
801,2022,9,Golfo de San Jorge,TOTAL,4.30,3.51,4.14,4.28,0.00,4.25,0.00,2022-09
802,2022,9,Neuquina,FIRME,2.25,3.38,3.79,4.41,0.00,3.32,7.61,2022-09
803,2022,9,Neuquina,INTERRUMPIBLE,0.00,3.04,3.81,4.00,0.00,3.83,7.52,2022-09
804,2022,9,Neuquina,TOTAL,2.25,3.30,3.79,4.33,0.00,3.36,7.53,2022-09
805,2022,9,Noroeste,FIRME,0.00,4.07,0.00,5.84,0.00,5.43,0.00,2022-09
806,2022,9,Noroeste,INTERRUMPIBLE,0.00,3.59,3.13,5.21,0.00,4.09,0.00,2022-09
807,2022,9,Noroeste,TOTAL,0.00,3.93,3.13,5.80,0.00,5.23,0.00,2022-09
808,2022,9,Total Cuenca,FIRME,2.42,3.49,3.80,4.61,0.00,3.52,7.61,2022-09
809,2022,9,Total Cuenca,INTERRUMPIBLE,0.00,3.16,3.76,4.13,0.00,3.90,7.52,2022-09
810,2022,9,Total Cuenca,TOTAL,2.42,3.41,3.79,4.53,0.00,3.55,7.53,2022-09
811,2022,10,Austral Santa Cruz,FIRME,2.26,3.10,2.44,3.04,0.00,2.72,3.54,2022-10
812,2022,10,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.44,3.16,0.00,2.72,0.00,2022-10
813,2022,10,Austral Santa Cruz,TOTAL,2.26,3.10,2.44,3.05,0.00,2.72,3.54,2022-10
814,2022,10,Austral Tierra del Fuego,FIRME,2.22,3.18,2.56,4.20,0.00,2.72,0.00,2022-10
815,2022,10,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.56,3.00,0.00,2.56,0.00,2022-10
816,2022,10,Austral Tierra del Fuego,TOTAL,2.22,3.18,2.56,4.17,0.00,2.69,0.00,2022-10
817,2022,10,Golfo de San Jorge,FIRME,2.81,3.25,2.76,2.94,0.00,2.87,0.00,2022-10
818,2022,10,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.74,3.15,0.00,3.08,0.00,2022-10
819,2022,10,Golfo de San Jorge,TOTAL,2.81,3.25,2.76,2.95,0.00,2.88,0.00,2022-10
820,2022,10,Neuquina,FIRME,1.93,3.22,2.53,3.05,7.40,2.58,7.65,2022-10
821,2022,10,Neuquina,INTERRUMPIBLE,0.00,2.87,2.52,2.52,0.00,2.57,7.74,2022-10
822,2022,10,Neuquina,TOTAL,1.93,3.15,2.53,2.93,7.40,2.58,7.67,2022-10
823,2022,10,Noroeste,FIRME,0.00,3.78,0.00,4.21,0.00,4.11,0.00,2022-10
824,2022,10,Noroeste,INTERRUMPIBLE,0.00,3.36,2.50,3.49,0.00,2.96,0.00,2022-10
825,2022,10,Noroeste,TOTAL,0.00,3.67,2.50,4.18,0.00,3.89,0.00,2022-10
826,2022,10,Total Cuenca,FIRME,2.06,3.29,2.54,3.22,7.40,2.67,6.96,2022-10
827,2022,10,Total Cuenca,INTERRUMPIBLE,0.00,2.96,2.54,2.58,0.00,2.60,7.74,2022-10
828,2022,10,Total Cuenca,TOTAL,2.06,3.23,2.54,3.10,7.40,2.66,7.13,2022-10
829,2022,11,Austral Santa Cruz,FIRME,2.33,3.37,2.47,3.16,0.00,2.83,3.54,2022-11
830,2022,11,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.47,3.11,0.00,2.68,0.00,2022-11
831,2022,11,Austral Santa Cruz,TOTAL,2.33,3.37,2.47,3.15,0.00,2.81,3.54,2022-11
832,2022,11,Austral Tierra del Fuego,FIRME,2.29,3.56,2.54,4.23,0.00,2.75,0.00,2022-11
833,2022,11,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.63,1.80,0.00,2.55,0.00,2022-11
834,2022,11,Austral Tierra del Fuego,TOTAL,2.29,3.56,2.57,3.93,0.00,2.71,0.00,2022-11
835,2022,11,Golfo de San Jorge,FIRME,2.83,3.58,2.74,2.90,0.00,2.85,0.00,2022-11
836,2022,11,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.67,2.07,0.00,2.57,0.00,2022-11
837,2022,11,Golfo de San Jorge,TOTAL,2.83,3.58,2.72,2.88,0.00,2.82,0.00,2022-11
838,2022,11,Neuquina,FIRME,1.96,3.50,2.53,3.01,7.40,2.67,7.64,2022-11
839,2022,11,Neuquina,INTERRUMPIBLE,0.00,3.12,2.58,2.53,0.00,2.60,7.71,2022-11
840,2022,11,Neuquina,TOTAL,1.96,3.41,2.53,2.89,7.40,2.66,7.66,2022-11
841,2022,11,Noroeste,FIRME,0.00,4.11,0.00,4.25,0.00,4.21,0.00,2022-11
842,2022,11,Noroeste,INTERRUMPIBLE,0.00,3.77,2.23,3.89,0.00,3.44,0.00,2022-11
843,2022,11,Noroeste,TOTAL,0.00,4.03,2.23,4.19,0.00,4.02,0.00,2022-11
844,2022,11,Total Cuenca,FIRME,2.11,3.59,2.54,3.18,7.40,2.75,6.87,2022-11
845,2022,11,Total Cuenca,INTERRUMPIBLE,0.00,3.23,2.60,2.58,0.00,2.64,7.71,2022-11
846,2022,11,Total Cuenca,TOTAL,2.11,3.51,2.55,3.06,7.40,2.73,7.07,2022-11
847,2022,12,Austral Santa Cruz,FIRME,2.30,3.22,2.48,3.22,0.00,2.85,3.54,2022-12
848,2022,12,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.48,3.15,0.00,2.75,0.00,2022-12
849,2022,12,Austral Santa Cruz,TOTAL,2.30,3.22,2.48,3.22,0.00,2.84,3.54,2022-12
850,2022,12,Austral Tierra del Fuego,FIRME,2.25,3.36,2.56,4.23,0.00,2.76,0.00,2022-12
851,2022,12,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.57,3.12,0.00,2.57,0.00,2022-12
852,2022,12,Austral Tierra del Fuego,TOTAL,2.25,3.36,2.56,4.21,0.00,2.72,0.00,2022-12
853,2022,12,Golfo de San Jorge,FIRME,2.77,3.40,2.74,2.21,0.00,2.48,0.00,2022-12
854,2022,12,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.54,2.27,0.00,2.49,0.00,2022-12
855,2022,12,Golfo de San Jorge,TOTAL,2.77,3.40,2.70,2.21,0.00,2.48,0.00,2022-12
856,2022,12,Neuquina,FIRME,1.86,3.36,2.56,3.03,7.40,2.68,7.60,2022-12
857,2022,12,Neuquina,INTERRUMPIBLE,0.00,2.97,2.58,2.53,0.00,2.59,7.68,2022-12
858,2022,12,Neuquina,TOTAL,1.86,3.27,2.56,2.92,7.40,2.67,7.62,2022-12
859,2022,12,Noroeste,FIRME,0.00,3.98,0.00,4.11,0.00,4.08,0.00,2022-12
860,2022,12,Noroeste,INTERRUMPIBLE,0.00,3.60,2.27,3.52,0.00,3.28,0.00,2022-12
861,2022,12,Noroeste,TOTAL,0.00,3.88,2.27,4.05,0.00,3.93,0.00,2022-12
862,2022,12,Total Cuenca,FIRME,2.03,3.44,2.56,3.14,7.40,2.74,6.82,2022-12
863,2022,12,Total Cuenca,INTERRUMPIBLE,0.00,3.08,2.55,2.60,0.00,2.62,7.68,2022-12
864,2022,12,Total Cuenca,TOTAL,2.03,3.37,2.56,3.05,7.40,2.72,7.01,2022-12
865,2023,1,Austral Santa Cruz,FIRME,2.32,3.04,4.08,3.36,0.00,3.60,3.59,2023-01
866,2023,1,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.48,0.00,0.00,2.48,0.00,2023-01
867,2023,1,Austral Santa Cruz,TOTAL,2.32,3.04,4.05,3.36,0.00,3.59,3.59,2023-01
868,2023,1,Austral Tierra del Fuego,FIRME,2.35,3.15,2.58,4.13,0.00,2.76,0.00,2023-01
869,2023,1,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.63,2.93,0.00,2.64,0.00,2023-01
870,2023,1,Austral Tierra del Fuego,TOTAL,2.35,3.15,2.59,4.11,0.00,2.75,0.00,2023-01
871,2023,1,Golfo de San Jorge,FIRME,2.68,3.21,2.77,3.02,0.00,2.90,0.00,2023-01
872,2023,1,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.68,0.00,0.00,2.68,0.00,2023-01
873,2023,1,Golfo de San Jorge,TOTAL,2.68,3.21,2.74,3.02,0.00,2.88,0.00,2023-01
874,2023,1,Neuquina,FIRME,2.00,3.23,2.59,2.95,0.00,2.71,7.59,2023-01
875,2023,1,Neuquina,INTERRUMPIBLE,0.00,2.79,2.80,2.08,0.00,2.47,7.78,2023-01
876,2023,1,Neuquina,TOTAL,2.00,3.14,2.60,2.91,0.00,2.69,7.64,2023-01
877,2023,1,Noroeste,FIRME,3.84,3.74,0.00,4.19,0.00,4.05,0.00,2023-01
878,2023,1,Noroeste,INTERRUMPIBLE,0.00,3.37,2.34,3.74,0.00,3.33,0.00,2023-01
879,2023,1,Noroeste,TOTAL,3.84,3.64,2.34,4.12,0.00,3.89,0.00,2023-01
880,2023,1,Total Cuenca,FIRME,2.16,3.30,2.69,3.11,0.00,2.81,6.87,2023-01
881,2023,1,Total Cuenca,INTERRUMPIBLE,0.00,2.89,2.66,2.39,0.00,2.63,7.78,2023-01
882,2023,1,Total Cuenca,TOTAL,2.16,3.21,2.69,3.07,0.00,2.80,7.08,2023-01
883,2023,2,Austral Santa Cruz,FIRME,2.27,3.33,3.94,3.43,0.00,3.52,3.59,2023-02
884,2023,2,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.46,0.00,0.00,2.46,0.00,2023-02
885,2023,2,Austral Santa Cruz,TOTAL,2.27,3.33,3.93,3.43,0.00,3.52,3.59,2023-02
886,2023,2,Austral Tierra del Fuego,FIRME,2.30,3.45,2.56,4.15,0.00,2.75,0.00,2023-02
887,2023,2,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.61,0.00,0.00,2.61,0.00,2023-02
888,2023,2,Austral Tierra del Fuego,TOTAL,2.30,3.45,2.57,4.15,0.00,2.73,0.00,2023-02
889,2023,2,Golfo de San Jorge,FIRME,2.80,3.54,3.36,3.11,0.00,3.14,0.00,2023-02
890,2023,2,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.71,1.56,0.00,2.52,0.00,2023-02
891,2023,2,Golfo de San Jorge,TOTAL,2.80,3.54,3.17,3.05,0.00,3.07,0.00,2023-02
892,2023,2,Neuquina,FIRME,1.88,3.49,2.58,2.94,0.00,2.69,7.60,2023-02
893,2023,2,Neuquina,INTERRUMPIBLE,0.00,3.03,2.85,1.84,0.00,2.41,7.70,2023-02
894,2023,2,Neuquina,TOTAL,1.88,3.40,2.59,2.87,0.00,2.68,7.63,2023-02
895,2023,2,Noroeste,FIRME,0.00,4.09,0.00,4.08,0.00,4.08,0.00,2023-02
896,2023,2,Noroeste,INTERRUMPIBLE,0.00,3.61,2.41,3.78,0.00,3.26,0.00,2023-02
897,2023,2,Noroeste,TOTAL,0.00,3.97,2.41,4.04,0.00,3.89,0.00,2023-02
898,2023,2,Total Cuenca,FIRME,2.05,3.57,2.69,3.11,0.00,2.81,6.90,2023-02
899,2023,2,Total Cuenca,INTERRUMPIBLE,0.00,3.14,2.67,2.10,0.00,2.57,7.70,2023-02
900,2023,2,Total Cuenca,TOTAL,2.05,3.48,2.69,3.05,0.00,2.79,7.08,2023-02
901,2023,3,Austral Santa Cruz,FIRME,2.67,3.30,4.12,3.79,0.00,3.74,3.59,2023-03
902,2023,3,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.59,0.00,0.00,2.59,0.00,2023-03
903,2023,3,Austral Santa Cruz,TOTAL,2.67,3.30,4.01,3.79,0.00,3.71,3.59,2023-03
904,2023,3,Austral Tierra del Fuego,FIRME,2.48,3.39,2.55,4.18,0.00,2.81,0.00,2023-03
905,2023,3,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.62,2.27,0.00,2.61,0.00,2023-03
906,2023,3,Austral Tierra del Fuego,TOTAL,2.48,3.39,2.56,4.15,0.00,2.78,0.00,2023-03
907,2023,3,Golfo de San Jorge,FIRME,2.83,3.51,4.32,3.19,0.00,3.50,0.00,2023-03
908,2023,3,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.67,2.28,0.00,2.49,0.00,2023-03
909,2023,3,Golfo de San Jorge,TOTAL,2.83,3.51,4.11,3.12,0.00,3.42,0.00,2023-03
910,2023,3,Neuquina,FIRME,2.27,3.38,2.66,3.03,7.40,2.79,7.58,2023-03
911,2023,3,Neuquina,INTERRUMPIBLE,0.00,2.94,2.84,2.52,0.00,2.59,7.72,2023-03
912,2023,3,Neuquina,TOTAL,2.27,3.28,2.67,2.91,7.40,2.76,7.62,2023-03
913,2023,3,Noroeste,FIRME,0.00,3.96,0.00,4.12,0.00,4.07,0.00,2023-03
914,2023,3,Noroeste,INTERRUMPIBLE,0.00,3.54,2.74,3.60,0.00,3.25,0.00,2023-03
915,2023,3,Noroeste,TOTAL,0.00,3.86,2.74,4.01,0.00,3.81,0.00,2023-03
916,2023,3,Total Cuenca,FIRME,2.38,3.46,2.79,3.27,7.40,2.93,6.75,2023-03
917,2023,3,Total Cuenca,INTERRUMPIBLE,0.00,3.05,2.67,2.57,0.00,2.65,7.72,2023-03
918,2023,3,Total Cuenca,TOTAL,2.38,3.38,2.78,3.13,7.40,2.89,6.99,2023-03
919,2023,4,Austral Santa Cruz,FIRME,2.61,3.10,4.16,3.78,0.00,3.66,3.59,2023-04
920,2023,4,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.56,0.00,0.00,2.56,0.00,2023-04
921,2023,4,Austral Santa Cruz,TOTAL,2.61,3.10,4.14,3.78,0.00,3.66,3.59,2023-04
922,2023,4,Austral Tierra del Fuego,FIRME,2.52,3.23,2.65,4.13,0.00,2.86,0.00,2023-04
923,2023,4,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.64,2.88,0.00,2.69,0.00,2023-04
924,2023,4,Austral Tierra del Fuego,TOTAL,2.52,3.23,2.65,4.02,0.00,2.85,0.00,2023-04
925,2023,4,Golfo de San Jorge,FIRME,2.85,3.28,4.14,3.11,0.00,3.39,0.00,2023-04
926,2023,4,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.72,3.01,0.00,2.86,0.00,2023-04
927,2023,4,Golfo de San Jorge,TOTAL,2.85,3.28,4.03,3.10,0.00,3.36,0.00,2023-04
928,2023,4,Neuquina,FIRME,2.32,3.22,2.65,3.03,7.40,2.76,7.55,2023-04
929,2023,4,Neuquina,INTERRUMPIBLE,0.00,2.77,2.87,2.59,0.00,2.62,7.61,2023-04
930,2023,4,Neuquina,TOTAL,2.32,3.12,2.66,2.92,7.40,2.74,7.57,2023-04
931,2023,4,Noroeste,FIRME,0.00,3.72,0.00,4.22,0.00,4.08,0.00,2023-04
932,2023,4,Noroeste,INTERRUMPIBLE,0.00,3.34,2.77,3.55,0.00,3.33,0.00,2023-04
933,2023,4,Noroeste,TOTAL,0.00,3.62,2.77,4.11,0.00,3.91,0.00,2023-04
934,2023,4,Total Cuenca,FIRME,2.42,3.29,2.81,3.26,7.40,2.91,6.77,2023-04
935,2023,4,Total Cuenca,INTERRUMPIBLE,0.00,2.88,2.71,2.64,0.00,2.68,7.61,2023-04
936,2023,4,Total Cuenca,TOTAL,2.42,3.20,2.81,3.13,7.40,2.88,6.97,2023-04
937,2023,5,Austral Santa Cruz,FIRME,3.61,3.36,7.05,4.78,0.00,5.32,0.00,2023-05
938,2023,5,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,3.86,5.09,0.00,5.02,0.00,2023-05
939,2023,5,Austral Santa Cruz,TOTAL,3.61,3.36,7.05,4.79,0.00,5.32,0.00,2023-05
940,2023,5,Austral Tierra del Fuego,FIRME,3.10,3.42,3.89,5.50,0.00,3.78,0.00,2023-05
941,2023,5,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.93,5.37,0.00,4.37,0.00,2023-05
942,2023,5,Austral Tierra del Fuego,TOTAL,3.10,3.42,3.89,5.49,0.00,3.80,0.00,2023-05
943,2023,5,Golfo de San Jorge,FIRME,4.34,3.53,4.39,4.07,0.00,4.23,0.00,2023-05
944,2023,5,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.14,5.53,0.00,4.69,0.00,2023-05
945,2023,5,Golfo de San Jorge,TOTAL,4.34,3.53,4.35,4.18,0.00,4.27,0.00,2023-05
946,2023,5,Neuquina,FIRME,2.90,3.32,4.00,4.02,0.00,3.53,7.73,2023-05
947,2023,5,Neuquina,INTERRUMPIBLE,0.00,2.98,0.00,3.86,0.00,3.76,7.76,2023-05
948,2023,5,Neuquina,TOTAL,2.90,3.24,4.00,3.97,0.00,3.56,7.74,2023-05
949,2023,5,Noroeste,FIRME,0.00,4.04,0.00,5.90,0.00,5.39,0.00,2023-05
950,2023,5,Noroeste,INTERRUMPIBLE,0.00,3.68,3.90,6.46,0.00,3.97,0.00,2023-05
951,2023,5,Noroeste,TOTAL,0.00,3.93,3.90,5.92,0.00,5.04,0.00,2023-05
952,2023,5,Total Cuenca,FIRME,3.00,3.42,4.31,4.30,0.00,3.79,7.73,2023-05
953,2023,5,Total Cuenca,INTERRUMPIBLE,0.00,3.11,3.96,3.93,0.00,3.83,7.76,2023-05
954,2023,5,Total Cuenca,TOTAL,3.00,3.35,4.29,4.21,0.00,3.79,7.74,2023-05
955,2023,6,Austral Santa Cruz,FIRME,3.39,3.19,10.62,4.86,0.00,5.11,0.00,2023-06
956,2023,6,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,3.87,4.72,0.00,4.30,0.00,2023-06
957,2023,6,Austral Santa Cruz,TOTAL,3.39,3.19,9.84,4.86,0.00,5.08,0.00,2023-06
958,2023,6,Austral Tierra del Fuego,FIRME,2.90,3.26,3.87,6.58,0.00,3.80,0.00,2023-06
959,2023,6,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.88,4.63,0.00,4.11,0.00,2023-06
960,2023,6,Austral Tierra del Fuego,TOTAL,2.90,3.26,3.87,6.22,0.00,3.83,0.00,2023-06
961,2023,6,Golfo de San Jorge,FIRME,4.25,3.26,7.24,4.65,0.00,5.11,0.00,2023-06
962,2023,6,Golfo de San Jorge,INTERRUMPIBLE,11.67,0.00,4.11,6.25,0.00,6.03,0.00,2023-06
963,2023,6,Golfo de San Jorge,TOTAL,4.38,3.26,6.98,4.78,0.00,5.16,0.00,2023-06
964,2023,6,Neuquina,FIRME,2.70,3.13,3.91,4.11,0.00,3.37,7.72,2023-06
965,2023,6,Neuquina,INTERRUMPIBLE,0.00,2.75,3.88,3.36,3.00,3.37,7.74,2023-06
966,2023,6,Neuquina,TOTAL,2.70,3.05,3.90,4.04,3.00,3.37,7.73,2023-06
967,2023,6,Noroeste,FIRME,0.00,3.73,0.00,5.94,0.00,5.40,0.00,2023-06
968,2023,6,Noroeste,INTERRUMPIBLE,0.00,3.39,3.08,5.20,0.00,3.48,0.00,2023-06
969,2023,6,Noroeste,TOTAL,0.00,3.63,3.08,5.91,0.00,4.97,0.00,2023-06
970,2023,6,Total Cuenca,FIRME,2.82,3.21,4.32,4.48,0.00,3.66,7.72,2023-06
971,2023,6,Total Cuenca,INTERRUMPIBLE,11.67,2.88,3.80,3.78,3.00,3.67,7.74,2023-06
972,2023,6,Total Cuenca,TOTAL,2.82,3.14,4.26,4.42,3.00,3.66,7.73,2023-06
973,2023,7,Austral Santa Cruz,FIRME,2.73,2.43,8.75,4.79,0.00,4.51,0.00,2023-07
974,2023,7,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,3.19,4.76,0.00,4.36,0.00,2023-07
975,2023,7,Austral Santa Cruz,TOTAL,2.73,2.43,8.51,4.79,0.00,4.50,0.00,2023-07
976,2023,7,Austral Tierra del Fuego,FIRME,2.67,2.69,4.10,6.22,0.00,3.70,0.00,2023-07
977,2023,7,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.43,4.66,0.00,4.31,0.00,2023-07
978,2023,7,Austral Tierra del Fuego,TOTAL,2.67,2.69,4.07,5.73,0.00,3.74,0.00,2023-07
979,2023,7,Golfo de San Jorge,FIRME,4.25,2.56,5.95,5.18,0.00,5.00,0.00,2023-07
980,2023,7,Golfo de San Jorge,INTERRUMPIBLE,11.87,0.00,4.15,4.75,0.00,4.53,0.00,2023-07
981,2023,7,Golfo de San Jorge,TOTAL,4.26,2.56,5.80,5.17,0.00,4.98,0.00,2023-07
982,2023,7,Neuquina,FIRME,2.37,2.61,3.36,4.05,0.00,3.02,7.72,2023-07
983,2023,7,Neuquina,INTERRUMPIBLE,0.00,2.11,3.15,2.81,3.25,2.79,7.74,2023-07
984,2023,7,Neuquina,TOTAL,2.37,2.51,3.34,3.95,3.25,3.01,7.72,2023-07
985,2023,7,Noroeste,FIRME,0.00,2.99,0.00,6.04,0.00,5.30,0.00,2023-07
986,2023,7,Noroeste,INTERRUMPIBLE,0.00,2.61,2.92,5.14,0.00,3.35,0.00,2023-07
987,2023,7,Noroeste,TOTAL,0.00,2.88,2.92,5.97,0.00,4.91,0.00,2023-07
988,2023,7,Total Cuenca,FIRME,2.49,2.66,3.91,4.45,0.00,3.35,7.72,2023-07
989,2023,7,Total Cuenca,INTERRUMPIBLE,11.87,2.21,3.21,3.52,3.25,3.17,7.74,2023-07
990,2023,7,Total Cuenca,TOTAL,2.49,2.57,3.84,4.36,3.25,3.34,7.72,2023-07
991,2023,8,Austral Santa Cruz,FIRME,3.35,2.80,9.44,4.81,0.00,4.86,0.00,2023-08
992,2023,8,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,3.44,4.51,0.00,3.86,0.00,2023-08
993,2023,8,Austral Santa Cruz,TOTAL,3.35,2.80,8.17,4.80,0.00,4.81,0.00,2023-08
994,2023,8,Austral Tierra del Fuego,FIRME,2.68,2.91,4.17,6.31,0.00,3.62,0.00,2023-08
995,2023,8,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.79,5.36,0.00,4.50,0.00,2023-08
996,2023,8,Austral Tierra del Fuego,TOTAL,2.68,2.91,4.12,5.88,0.00,3.73,0.00,2023-08
997,2023,8,Golfo de San Jorge,FIRME,4.51,2.86,6.27,4.84,0.00,5.05,0.00,2023-08
998,2023,8,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,3.50,7.43,0.00,4.87,0.00,2023-08
999,2023,8,Golfo de San Jorge,TOTAL,4.51,2.86,5.59,5.07,0.00,5.04,0.00,2023-08
1000,2023,8,Neuquina,FIRME,2.73,2.75,3.52,4.08,2.28,3.24,7.71,2023-08
1001,2023,8,Neuquina,INTERRUMPIBLE,0.00,2.46,3.40,2.62,3.25,2.75,7.74,2023-08
1002,2023,8,Neuquina,TOTAL,2.73,2.69,3.51,3.91,2.33,3.21,7.72,2023-08
1003,2023,8,Noroeste,FIRME,0.00,3.22,0.00,5.83,0.00,5.15,0.00,2023-08
1004,2023,8,Noroeste,INTERRUMPIBLE,0.00,3.03,3.57,4.52,0.00,3.44,0.00,2023-08
1005,2023,8,Noroeste,TOTAL,0.00,3.16,3.57,5.78,0.00,4.81,0.00,2023-08
1006,2023,8,Total Cuenca,FIRME,2.80,2.82,4.10,4.36,2.28,3.50,7.71,2023-08
1007,2023,8,Total Cuenca,INTERRUMPIBLE,0.00,2.57,3.57,3.45,3.25,3.37,7.74,2023-08
1008,2023,8,Total Cuenca,TOTAL,2.80,2.77,4.03,4.24,2.33,3.49,7.72,2023-08
